cli_district_id,birthdate,acct_district_id,lat_street,lon_street,disp_type,gender
"[1,3]","[10,31]","[1,3]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",OWNER,Female
"[1,3]","[10,31]","[1,3]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",OWNER,Female
"[1,3]","[10,31]","[1,3]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",OWNER,Male
"[1,3]","[10,31]","[1,3]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",OWNER,Female
"[1,3]","[10,31]","[1,3]","[22.315357849999998,35.66317585]","[114.0451497252082,139.7435795]",OWNER,Male
"[1,6]","[34,51]","[1,6]","[22.315357849999998,35.6468662]","[114.0451497252082,139.7435795]",OWNER,Male
"[1,6]","[34,51]","[1,6]","[22.315357849999998,35.6468662]","[114.0451497252082,139.7435795]",DISPONENT,Male
"[1,6]","[34,51]","[1,6]","[22.315357849999998,35.6468662]","[114.0451497252082,139.7435795]",OWNER,Male
"[1,6]","[34,51]","[1,6]","[22.315357849999998,35.6468662]","[114.0451497252082,139.7435795]",OWNER,Female
"[1,6]","[34,51]","[1,6]","[22.315357849999998,35.6468662]","[114.0451497252082,139.7435795]",OWNER,Female
"[1,6]","[34,51]","[1,6]","[22.315357849999998,35.6468662]","[114.0451497252082,139.7435795]",OWNER,Female
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",OWNER,Male
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",OWNER,Male
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",OWNER,Female
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",DISPONENT,Male
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",OWNER,Male
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",OWNER,Female
"[19,39]","[2,46]","[19,39]","[-13.6325181,27.717902]","[-52.4395976,76.0579097]",OWNER,Male
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Male
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Male
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Male
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Male
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Male
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Female
"[17,38]","[11,27]","[17,38]","[27.717902,35.6403451]","[-118.1855016,-97.5035722]",OWNER,Male
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Female
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Female
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Male
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Female
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Female
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Female
"[17,32]","[10,8]","[17,32]","[15.3762421,3.7341097000000003]","[102.5084005,96.84789194999999]",OWNER,Male
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",OWNER,Male
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",OWNER,Female
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",DISPONENT,Female
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",OWNER,Female
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",OWNER,Male
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",OWNER,Female
"[11,39]","[28,48]","[19,39]","[21.2391067,23.785907899999998]","[105.6758987,90.40261015]",OWNER,Male
"[17,36]","[19,54]","[17,36]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",OWNER,Male
"[17,36]","[19,54]","[17,36]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",DISPONENT,Female
"[17,36]","[19,54]","[17,36]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",DISPONENT,Male
"[17,36]","[19,54]","[17,36]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",OWNER,Male
"[17,36]","[19,54]","[17,36]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",OWNER,Female
"[17,36]","[19,54]","[17,36]","[-0.639722,21.2391067]","[105.6758987,174.4279938]",OWNER,Male
"[19,34]","[19,7]","[19,34]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Male
"[19,34]","[19,7]","[19,34]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Female
"[19,34]","[19,7]","[19,34]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",DISPONENT,Female
"[19,34]","[19,7]","[19,34]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Male
"[19,34]","[19,7]","[19,34]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Male
"[19,34]","[19,7]","[19,34]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Female
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",OWNER,Male
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",DISPONENT,Male
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",OWNER,Female
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",OWNER,Female
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",OWNER,Male
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",OWNER,Male
"[1,38]","[10,7]","[36,40]","[-15.2562603,21.2391067]","[105.6758987,167.151708]",OWNER,Female
"[12,40]","[11,54]","[38,74]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Male
"[12,40]","[11,54]","[38,74]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",DISPONENT,Male
"[12,40]","[11,54]","[38,74]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Male
"[12,40]","[11,54]","[38,74]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Female
"[12,40]","[11,54]","[38,74]","[21.2391067,34.76436245]","[105.6758987,137.62649011075342]",OWNER,Female
"[1,9]","[16,6]","[1,9]","[37.6241619,46.0272752]","[-112.1743657,-90.0577783]",OWNER,Male
"[1,9]","[16,6]","[1,9]","[37.6241619,46.0272752]","[-112.1743657,-90.0577783]",DISPONENT,Male
"[1,9]","[16,6]","[1,9]","[37.6241619,46.0272752]","[-112.1743657,-90.0577783]",OWNER,Male
"[1,9]","[16,6]","[1,9]","[37.6241619,46.0272752]","[-112.1743657,-90.0577783]",OWNER,Male
"[1,9]","[16,6]","[1,9]","[37.6241619,46.0272752]","[-112.1743657,-90.0577783]",OWNER,Male
"[1,9]","[16,6]","[1,9]","[37.6241619,46.0272752]","[-112.1743657,-90.0577783]",OWNER,Male
"[1,8]","[10,30]","[1,8]","[43.1900046,60.1927138]","[-1.2432926722107096,1.4175744]",OWNER,Female
"[1,8]","[10,30]","[1,8]","[43.1900046,60.1927138]","[-1.2432926722107096,1.4175744]",OWNER,Female
"[1,8]","[10,30]","[1,8]","[43.1900046,60.1927138]","[-1.2432926722107096,1.4175744]",OWNER,Female
"[1,8]","[10,30]","[1,8]","[43.1900046,60.1927138]","[-1.2432926722107096,1.4175744]",DISPONENT,Male
"[1,8]","[10,30]","[1,8]","[43.1900046,60.1927138]","[-1.2432926722107096,1.4175744]",OWNER,Female
"[1,8]","[10,30]","[1,8]","[43.1900046,60.1927138]","[-1.2432926722107096,1.4175744]",OWNER,Female
"[1,2]","[10,3]","[1,2]","[37.8701147,46.4067019]","[10.2524462,5.5479271]",OWNER,Male
"[1,2]","[10,3]","[1,2]","[37.8701147,46.4067019]","[10.2524462,5.5479271]",OWNER,Male
"[1,2]","[10,3]","[1,2]","[37.8701147,46.4067019]","[10.2524462,5.5479271]",OWNER,Female
"[1,2]","[10,3]","[1,2]","[37.8701147,46.4067019]","[10.2524462,5.5479271]",OWNER,Female
"[1,2]","[10,3]","[1,2]","[37.8701147,46.4067019]","[10.2524462,5.5479271]",OWNER,Female
"[1,2]","[10,3]","[1,2]","[37.8701147,46.4067019]","[10.2524462,5.5479271]",OWNER,Female
"[1,8]","[11,7]","[1,8]","[46.4456895,65.9917503]","[18.1652498,8.5909636]",OWNER,Female
"[1,8]","[11,7]","[1,8]","[46.4456895,65.9917503]","[18.1652498,8.5909636]",OWNER,Male
"[1,8]","[11,7]","[1,8]","[46.4456895,65.9917503]","[18.1652498,8.5909636]",OWNER,Female
"[1,8]","[11,7]","[1,8]","[46.4456895,65.9917503]","[18.1652498,8.5909636]",OWNER,Female
"[1,8]","[11,7]","[1,8]","[46.4456895,65.9917503]","[18.1652498,8.5909636]",OWNER,Female
"[1,8]","[11,7]","[1,8]","[46.4456895,65.9917503]","[18.1652498,8.5909636]",OWNER,Male
"[1,1]","[31,54]","[1,1]","[41.55567177346235,46.0272752]","[-112.192755,-84.80486282582908]",OWNER,Female
"[1,1]","[31,54]","[1,1]","[41.55567177346235,46.0272752]","[-112.192755,-84.80486282582908]",OWNER,Male
"[1,1]","[31,54]","[1,1]","[41.55567177346235,46.0272752]","[-112.192755,-84.80486282582908]",OWNER,Male
"[1,1]","[31,54]","[1,1]","[41.55567177346235,46.0272752]","[-112.192755,-84.80486282582908]",DISPONENT,Female
"[1,2]","[35,47]","[1,2]","[42.3417438,50.3675677]","[-0.33248,4.6512912]",DISPONENT,Female
"[1,2]","[35,47]","[1,2]","[42.3417438,50.3675677]","[-0.33248,4.6512912]",OWNER,Male
"[1,2]","[35,47]","[1,2]","[42.3417438,50.3675677]","[-0.33248,4.6512912]",OWNER,Female
"[1,2]","[35,47]","[1,2]","[42.3417438,50.3675677]","[-0.33248,4.6512912]",OWNER,Female
"[1,2]","[35,47]","[1,2]","[42.3417438,50.3675677]","[-0.33248,4.6512912]",DISPONENT,Female
"[3,9]","[36,44]","[1,9]","[38.872404551049875,51.4907819]","[-5.9201863,1.3729152]",OWNER,Male
"[3,9]","[36,44]","[1,9]","[38.872404551049875,51.4907819]","[-5.9201863,1.3729152]",OWNER,Male
"[3,9]","[36,44]","[1,9]","[38.872404551049875,51.4907819]","[-5.9201863,1.3729152]",OWNER,Female
"[3,9]","[36,44]","[1,9]","[38.872404551049875,51.4907819]","[-5.9201863,1.3729152]",OWNER,Male
"[3,9]","[36,44]","[1,9]","[38.872404551049875,51.4907819]","[-5.9201863,1.3729152]",OWNER,Male
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",DISPONENT,Female
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",DISPONENT,Male
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",OWNER,Female
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",OWNER,Female
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",OWNER,Female
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",OWNER,Female
"[1,8]","[30,53]","[1,8]","[42.4020525,49.2803369]","[12.871806244651292,8.5909636]",OWNER,Female
"[1,9]","[30,49]","[1,9]","[52.370336,65.9917503]","[19.8958197,4.8895215]",DISPONENT,Female
"[1,9]","[30,49]","[1,9]","[52.370336,65.9917503]","[19.8958197,4.8895215]",OWNER,Male
"[1,9]","[30,49]","[1,9]","[52.370336,65.9917503]","[19.8958197,4.8895215]",OWNER,Female
"[1,9]","[30,49]","[1,9]","[52.370336,65.9917503]","[19.8958197,4.8895215]",OWNER,Male
"[1,9]","[30,49]","[1,9]","[52.370336,65.9917503]","[19.8958197,4.8895215]",OWNER,Female
"[1,9]","[30,49]","[1,9]","[52.370336,65.9917503]","[19.8958197,4.8895215]",DISPONENT,Male
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",DISPONENT,Male
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",OWNER,Male
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",OWNER,Female
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",OWNER,Female
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",OWNER,Male
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",OWNER,Female
"[13,28]","[13,8]","[13,28]","[38.5439017,58.4855751]","[-112.192009,-90.0577783]",OWNER,Female
"[11,31]","[10,8]","[15,31]","[37.8465004,52.8243943]","[12.5075767,7.1805532]",OWNER,Female
"[11,31]","[10,8]","[15,31]","[37.8465004,52.8243943]","[12.5075767,7.1805532]",OWNER,Male
"[11,31]","[10,8]","[15,31]","[37.8465004,52.8243943]","[12.5075767,7.1805532]",OWNER,Male
"[11,31]","[10,8]","[15,31]","[37.8465004,52.8243943]","[12.5075767,7.1805532]",OWNER,Male
"[11,31]","[10,8]","[15,31]","[37.8465004,52.8243943]","[12.5075767,7.1805532]",OWNER,Male
"[11,31]","[10,8]","[15,31]","[37.8465004,52.8243943]","[12.5075767,7.1805532]",OWNER,Male
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",OWNER,Male
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",OWNER,Male
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",DISPONENT,Male
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",OWNER,Male
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",DISPONENT,Male
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",OWNER,Female
"[14,29]","[21,54]","[14,29]","[39.862921,52.1620973]","[-116.5759867,5.5479271]",OWNER,Male
"[13,22]","[19,55]","[12,22]","[45.856049,65.9917503]","[14.5843089,9.0752066]",OWNER,Male
"[13,22]","[19,55]","[12,22]","[45.856049,65.9917503]","[14.5843089,9.0752066]",OWNER,Female
"[13,22]","[19,55]","[12,22]","[45.856049,65.9917503]","[14.5843089,9.0752066]",OWNER,Female
"[13,22]","[19,55]","[12,22]","[45.856049,65.9917503]","[14.5843089,9.0752066]",OWNER,Female
"[13,22]","[19,55]","[12,22]","[45.856049,65.9917503]","[14.5843089,9.0752066]",OWNER,Male
"[13,22]","[19,55]","[12,22]","[45.856049,65.9917503]","[14.5843089,9.0752066]",OWNER,Male
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",OWNER,Male
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",DISPONENT,Female
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",OWNER,Female
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",DISPONENT,Male
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",OWNER,Female
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",OWNER,Female
"[1,34]","[11,6]","[32,52]","[38.87067216179654,47.1769164]","[-5.9201863,8.5909636]",OWNER,Male
"[1,34]","[40,52]","[31,54]","[44.0289536,51.4765067]","[-115.6106061,8.5909636]",DISPONENT,Female
"[1,34]","[40,52]","[31,54]","[44.0289536,51.4765067]","[-115.6106061,8.5909636]",OWNER,Female
"[1,34]","[40,52]","[31,54]","[44.0289536,51.4765067]","[-115.6106061,8.5909636]",DISPONENT,Male
"[1,34]","[40,52]","[31,54]","[44.0289536,51.4765067]","[-115.6106061,8.5909636]",OWNER,Female
"[1,34]","[40,52]","[31,54]","[44.0289536,51.4765067]","[-115.6106061,8.5909636]",OWNER,Female
"[1,34]","[40,52]","[31,54]","[44.0289536,51.4765067]","[-115.6106061,8.5909636]",OWNER,Male
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",OWNER,Female
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",DISPONENT,Male
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",OWNER,Female
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",DISPONENT,Female
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",DISPONENT,Female
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",DISPONENT,Male
"[36,40]","[12,9]","[36,40]","[37.4094105,51.46357805]","[-0.33248,8.5909636]",OWNER,Male
"[37,39]","[36,52]","[37,39]","[39.862921,63.8729927]","[-115.6106061,4.8895215]",DISPONENT,Female
"[37,39]","[36,52]","[37,39]","[39.862921,63.8729927]","[-115.6106061,4.8895215]",OWNER,Male
"[37,39]","[36,52]","[37,39]","[39.862921,63.8729927]","[-115.6106061,4.8895215]",OWNER,Female
"[37,39]","[36,52]","[37,39]","[39.862921,63.8729927]","[-115.6106061,4.8895215]",OWNER,Male
"[37,39]","[36,52]","[37,39]","[39.862921,63.8729927]","[-115.6106061,4.8895215]",DISPONENT,Male
"[37,39]","[36,52]","[37,39]","[39.862921,63.8729927]","[-115.6106061,4.8895215]",OWNER,Female
"[17,8]","[60,85]","[17,8]","[-17.1768881,-31.42239885]","[-53.83412901938374,-69.9796745]",DISPONENT,Female
"[17,8]","[60,85]","[17,8]","[-17.1768881,-31.42239885]","[-53.83412901938374,-69.9796745]",DISPONENT,Female
"[17,8]","[60,85]","[17,8]","[-17.1768881,-31.42239885]","[-53.83412901938374,-69.9796745]",OWNER,Male
"[17,8]","[60,85]","[17,8]","[-17.1768881,-31.42239885]","[-53.83412901938374,-69.9796745]",OWNER,Female
"[1,2]","[57,76]","[1,12]","[-16.34766235,16.8814665]","[-24.9890036,-69.9796745]",DISPONENT,Female
"[1,2]","[57,76]","[1,12]","[-16.34766235,16.8814665]","[-24.9890036,-69.9796745]",OWNER,Female
"[1,2]","[57,76]","[1,12]","[-16.34766235,16.8814665]","[-24.9890036,-69.9796745]",OWNER,Male
"[1,2]","[57,76]","[1,12]","[-16.34766235,16.8814665]","[-24.9890036,-69.9796745]",OWNER,Female
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Female
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Female
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",DISPONENT,Female
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Female
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Male
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Female
"[1,9]","[55,98]","[1,9]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Female
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",OWNER,Female
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",OWNER,Male
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",OWNER,Male
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",OWNER,Male
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",DISPONENT,Female
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",OWNER,Male
"[1,5]","[103,99]","[1,5]","[-0.9398412,16.4660399]","[100.3535398,80.6362193]",OWNER,Male
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",DISPONENT,Male
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",OWNER,Female
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",OWNER,Female
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",DISPONENT,Female
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",OWNER,Male
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",OWNER,Male
"[1,6]","[58,97]","[1,6]","[16.8814665,22.8176662]","[-24.9890036,70.8345928]",DISPONENT,Male
"[24,28]","[100,82]","[24,28]","[-30.5520078,-9.97261455]","[-41.185298,-67.811422151694]",OWNER,Male
"[24,28]","[100,82]","[24,28]","[-30.5520078,-9.97261455]","[-41.185298,-67.811422151694]",OWNER,Male
"[24,28]","[100,82]","[24,28]","[-30.5520078,-9.97261455]","[-41.185298,-67.811422151694]",OWNER,Female
"[24,28]","[100,82]","[24,28]","[-30.5520078,-9.97261455]","[-41.185298,-67.811422151694]",OWNER,Female
"[1,40]","[56,94]","[31,65]","[-13.4128326,-9.97261455]","[-67.811422151694,13.2321768]",OWNER,Male
"[1,40]","[56,94]","[31,65]","[-13.4128326,-9.97261455]","[-67.811422151694,13.2321768]",OWNER,Male
"[1,40]","[56,94]","[31,65]","[-13.4128326,-9.97261455]","[-67.811422151694,13.2321768]",OWNER,Female
"[1,40]","[56,94]","[31,65]","[-13.4128326,-9.97261455]","[-67.811422151694,13.2321768]",OWNER,Male
"[29,5]","[100,90]","[29,38]","[20.816415,36.10976315]","[-115.15799561955828,-82.3169059]",OWNER,Male
